id,IMDb,title,genres,overview
4724,653615,Amulet,Horror,"Tomaz, an ex-soldier now homeless in London, is offered a place to stay at a decaying house, inhabited by a young woman and her dying mother. As he starts to fall for Magda, Tomaz cannot ignore his suspicion that something insidious might also be living alongside them."
4725,11379,The Adventures of Buckaroo Banzai Across the 8th Dimension,"Science Fiction,Comedy,Adventure,Romance","Adventurer/surgeon/rock musician Buckaroo Banzai and his band of men, the Hong Kong Cavaliers, take on evil alien invaders from the 8th dimension."
4726,365045,Heidi,Adventure,"Heidi, is an eight-year-old Swiss orphan who is given by her aunt to her mountain-dwelling grandfather. She is then stolen back by her aunt from her grandfather to live in the wealthy Sesemann household in Frankfurt, Germany as a companion to Klara, a sheltered, disabled girl in a wheelchair. Heidi is unhappy but makes the best of the situation, always longing for her grandfather."
4727,509598,Mr. Jones,"Thriller,Drama","In 1933, Welsh journalist Gareth Jones travels to Ukraine, where he experiences the horrors of a famine. Everywhere he goes he meets henchmen of the Soviet secret service who are determined to prevent news about the catastrophe from getting out. Stalin’s forced collectivisation of agriculture has resulted in misery and ruin—the policy is tantamount to mass murder."
4728,839787,Háblame,Documentary,"The night is dark and cold, I walk through the plantations, I look at the leaves and stems of the banana trees while memories of my grandfather come to my mind."
4729,802443,Deadly Illusions,"Thriller,Drama","A bestselling female novelist, suffering from writer's block, hires an innocent young woman to watch over her twin children. As the novelist dangerously indulges in her new best seller, the line between the life she's writing and the one she's living becomes blurred."
4730,113947,The Sessions,"Drama,Romance,Comedy","Though a childhood bout with polio left him dependent on an iron lung, Mark O'Brien maintains a career as a journalist and poet. A writing assignment dealing with sex and the disabled piques Mark's curiosity, and he decides to investigate the possibility of experiencing sex himself. When his overtures toward a caregiver scare her away, he books an appointment with sex surrogate Cheryl Cohen-Greene to lose his virginity."
4731,426613,The Miseducation of Cameron Post,Drama,"Pennsylvania, 1993. After getting caught with another girl, teenager Cameron Post is sent to a conversion therapy center run by the strict Dr. Lydia Marsh and her brother, Reverend Rick, whose treatment consists in repenting for feeling “same sex attraction.” Cameron befriends fellow sinners Jane and Adam, thus creating a new family to deal with the surrounding intolerance."
4732,1172291,Full Circle,Documentary,"Faced with a traumatic injury that renders you permanently disabled; how would you reinvent yourself? Full Circle tells the story of Trevor Kennison and Barry Corbet’s shared resiliency and refusal to let their passion for life be limited by Spinal Cord Injury. It is an unblinking examination of the challenges of Spinal Cord Injury, and a celebration of the growth that such tragedy can catalyze."
4733,613911,Bliss,"Science Fiction,Romance,Drama","A mind-bending love story following Greg who, after recently being divorced and then fired, meets the mysterious Isabel, a woman living on the streets and convinced that the polluted, broken world around them is just a computer simulation. Doubtful at first, Greg eventually discovers there may be some truth to Isabel’s wild conspiracy."
4734,1145645,Kamadora,Drama,"Ica works as a sales lady in a department store. With her charm and sex appeal, she gets the attention of her male boss. But unknown to everyone, a dark persona lies under her beautiful face."
4735,27191,The Greatest Show on Earth,"Drama,Romance","To ensure a full profitable season, circus manager Brad Braden engages The Great Sebastian, though this moves his girlfriend Holly from her hard-won center trapeze spot. Holly and Sebastian begin a dangerous one-upmanship duel in the ring, while he pursues her on the ground."
4736,975407,Lifemark,Drama,"David's comfortable world is turned upside down when his birth mother Melissa unexpectedly reaches out, longing to meet the eighteen year old son she's only held once."
4737,976785,Spirit Doll,Horror,"Dara, the actress who returned for her latest horror film 'Boneka Arwah' after her divorce from her husband Darius had put an end to her career. One day, their son, Embun died and both of them felt sad. The two of them together with Jenny, Dara's assistant, finally found a way out until Embun appeared through Dara's own new doll property."
4738,14423,First Sunday,"Comedy,Action","Durell and LeeJohn are best friends and bumbling petty criminals. When told they have one week to pay a $17,000 debt or Durell will lose his son, they come up with a desperate scheme to rob their neighborhood church. Instead, they end up spending the night in the presence of the Lord and are forced to deal with much more than they bargained for."
4739,608654,The Banana Splits Movie,"Horror,Comedy","A boy named Harley and his family attend a taping of The Banana Splits TV show, which is supposed to be a fun-filled birthday for young Harley and business as usual for Rebecca, the producer of the series. But things take an unexpected turn - and the body count quickly rises. Can Harley, his mom and their new pals safely escape?"
4740,369557,Sing Street,"Comedy,Romance,Drama",A boy growing up in Dublin during the 1980s escapes his strained family life by starting a band to impress the mysterious girl he likes.
4741,54054,One for the Money,"Action,Comedy,Crime","An unemployed lingerie buyer convinces her bail bondsman cousin to give her a shot as a bounty hunter. Her first assignment is to track down a former cop on the run for murder – the same man who broke her heart years before. With the help of some friends and the best bounty hunter in the business, she slowly learns what it takes to be a true bounty hunter."
4742,257475,Tamako Love Story,"Romance,Animation,Comedy","Devoted to her family’s rice-cake–making business and the high school baton club, Tamako is a little slow when it comes to love. She’s oblivious to her childhood friend Mochizo’s affections, even though all their friends know. With graduation closing in and Mochizo leaving for Tokyo, will Tamako realise her feelings and tell him in time?"
4743,944664,Without Saying Goodbye,"Comedy,Romance",The opposite lives of a workaholic architect and a fiery artist are upended when their chance encounter in breathtaking Peru shifts their views on life.
4744,460048,Heavy Trip,Comedy,"Turo is stuck in a small village and the best thing in his life is being the lead vocalist for the amateur metal band Impaled Rektum. He and his bandmates have practiced for 12 years without playing a single gig. The guys get a surprise visitor from Norway -- the promoter for a huge heavy metal music festival -- and decide it's now or never. They steal a van, a corpse, and even a new drummer to make their dreams a reality."
